month,value
2020-02-01,7.17299578059072
2020-03-01,6.4358632933866
2020-04-01,4.74189675870348
2020-05-01,3.16455696202532
2020-06-01,8.95372233400403
2020-07-01,8.60377358490566
2020-08-01,6.3845050215208
2020-09-01,20
2020-10-01,22.6312201772324
2020-11-01,38.6350817822899
2020-12-01,51.1278195488722
2021-01-01,43.7738731856379
2021-02-01,47.9010925819436
2021-03-01,51.2182993535554
